idx,平台,昵称,频道链接,地区,粉丝数,是否游戏,类目,置信度,AI 判断理由,阶段
1139,Youtube,ToppegShorts,https://www.youtube.com/@ToppegShorts,美国,2680,否,Other,中,"Shorts channel, insufficient gaming indicators.",A
560,Youtube,ALive Here,https://www.youtube.com/@AliveHerePlay,美国,2660,否,Other,中,ALive Here Play unclear; insufficient gaming signal.,A
465,Youtube,KT3 KingTay,https://www.youtube.com/@KT3kingtay,美国,2640,否,Other,中,KingTay handle unclear; no gaming signals detected.,A
121,Youtube,Good Game Republic,https://www.youtube.com/@ggrepublictv,美国,2540,否,Other,中,Good Game could be gaming but unclear context.,A
794,Youtube,All About Gamez,https://www.youtube.com/@Allaboutgamez,美国,2540,否,Other,中,Gamez in name but vague focus.,A
1317,Youtube,Livid Fray,https://www.youtube.com/@LividFray,美国,2540,否,Other,中,Name provides no gaming context,A
709,Youtube,All NFT Gaming,https://www.youtube.com/@AllNFTGaming,美国,2510,否,Other,中,NFT Gaming could be gaming but NFT focus suggests crypto/finance angle.,A
1001,Youtube,BlackBoardGaming,https://www.youtube.com/@blackboardgaming5348,美国,2480,否,Other,中,Gaming in name but no specific game/genre indicated.,A
493,Youtube,Fultime101,https://www.youtube.com/@FullieShorts,美国,2430,否,Other,中,"Fultime101/FullieShorts generic, no gaming signals.",A
683,Youtube,Kiki's Coven,https://www.youtube.com/@kikiscoven,美国,2410,否,Other,中,Coven/witchy theme; likely lifestyle/esoteric content.,A
1205,Youtube,RealChaseBankGaming,https://www.youtube.com/@DuffleBagBankz504,美国,2410,否,Other,中,Bank/finance reference in name; gaming unclear.,A
221,Youtube,Bird Dog Gaming,https://www.youtube.com/@birddoggaming,美国,2330,否,Other,中,Bird Dog Gaming could be gaming but name is ambiguous.,A
1655,Youtube,REALCHIPS,https://www.youtube.com/@Realchips67,美国,2320,否,Other,中,"Chips/snacks brand, not gaming",A
1337,Youtube,Hidden Gaming Details,https://www.youtube.com/@hiddengamingdetails,美国,2290,否,Other,中,"Gaming details channel, likely analysis not gameplay",A
696,Youtube,Anndreyuhhh,https://www.youtube.com/@anndreyuhhh,美国,2240,否,Other,中,Personal handle; no gaming signal.,A
706,Youtube,The Longhouse Gaming Podcast,https://www.youtube.com/@TheLongHouseGaming,美国,2240,否,Other,中,Gaming podcast; esports coverage possible but 'Longhouse' unclear.,A
566,Youtube,lilchief2007,https://www.youtube.com/@lilchief2007,美国,2230,否,Other,中,lilchief2007 generic; no gaming signal.,A
300,Youtube,Lukes 3D,https://www.youtube.com/@Lukes3D,美国,2200,否,Other,中,"3D content creator, unclear if gaming-focused.",A
875,Youtube,Mr Game and Draw,https://www.youtube.com/@ggmrgameanddraw,美国,2200,否,Other,中,"Art/drawing focus, gaming unclear.",A
1109,Youtube,Curious Navigator,https://www.youtube.com/@curiousnavigator,美国,2120,否,Other,中,"Navigator/exploration theme, likely travel or education content.",A
1183,Youtube,Marvo,https://www.youtube.com/@Marvotech,美国,2100,否,Other,中,"Tech-focused name, not gaming-primary.",A
966,Youtube,quinn火,https://www.youtube.com/@quinntookie,美国,2050,否,Other,中,"Handle unclear, no definitive gaming signals",A
1556,Youtube,MrGetupball,https://www.youtube.com/@Mrgetupball,美国,2050,否,Other,中,"Getupball suggests sports/physical activity, not gaming.",A
184,Youtube,Nick Triggers,https://www.youtube.com/@NickTriggers,美国,2040,否,Other,中,"Triggers reference suggests ASMR, not gaming.",A
554,Youtube,Centered Flow,https://www.youtube.com/@CenteredFlow,美国,2020,否,Other,中,"Centered Flow suggests wellness/lifestyle, not gaming.",A
1093,Youtube,darq,https://www.youtube.com/@darqlizard,美国,1980,否,Other,中,"Lizard reference, likely nature/pet content",A
773,Youtube,Daniel Parker Big D,https://www.youtube.com/@gamefreakdanielBIGD,美国,1970,否,Other,中,Gamefreak reference but unclear if Pokémon or general gaming.,A
1261,Youtube,TribegreywolfVR,https://www.youtube.com/@TribegreywolfVR,美国,1970,否,Other,中,"VR in handle suggests tech/VR content, not game-specific.",A
642,Youtube,Nihaal AMV,https://www.youtube.com/@nihaalamv,美国,1950,否,Other,中,AMV suggests anime but not gaming-focused,A
585,Youtube,Diggun,https://www.youtube.com/@diggun,美国,1940,否,Other,中,Diggun unclear; possibly mining/outdoor content.,A
1550,Youtube,Content_By_John,https://www.youtube.com/@content_by_john,美国,1920,否,Other,中,"Generic content creator name, no gaming indicators.",A
238,Youtube,Six One Indie,https://www.youtube.com/@SixOneIndie,美国,1890,否,Other,中,Six One Indie suggests indie games but name is vague.,A
182,Youtube,Beauty 'N' Beast Journey,https://www.youtube.com/@BeautyNBeastJourney,美国,1880,否,Other,中,"Beauty/lifestyle journey, not gaming-focused.",A
1322,Youtube,Telly Baby,https://www.youtube.com/@TellyBaby,美国,1850,否,Other,中,"Personal name, no gaming indicators",A
1174,Youtube,Gabriel Pilo,https://www.youtube.com/@nerdgrafx,美国,1840,否,Other,中,Nerd/graphics focus but unclear if gaming-primary.,A
1148,Youtube,Teddicus,https://www.youtube.com/@Teddicus,美国,1820,否,Other,中,"Personal name, insufficient gaming indicators.",A
1513,Youtube,Xtreme Lifestylz,https://www.youtube.com/@xtreme.lifestylz,美国,1820,否,Other,中,"Lifestyle channel, not gaming-focused.",A
1599,Youtube,IMMS Gaming,https://www.youtube.com/@IMMSGaming,美国,1780,否,Other,中,IMMS Gaming in handle suggests gaming content.,A
1346,Youtube,Leftie,https://www.youtube.com/@Leftie,美国,1680,否,Other,中,"Personal name, no gaming indicators",A
1342,Youtube,IcyAdvice,https://www.youtube.com/@IcyAdvice,美国,1650,否,Other,中,"Advice channel, not gaming-focused",A
558,Youtube,On The Mewve,https://www.youtube.com/@OnTheMewve,美国,1630,否,Other,中,On The Mewve unclear; likely lifestyle/pet content.,A
1110,Youtube,StreetGrindTV,https://www.youtube.com/@StreetGrindTV,美国,1620,否,Other,中,"Street/grind theme suggests lifestyle or music, not gaming.",A
1557,Youtube,iWatch Fusion ,https://www.youtube.com/@iWatchFusion,美国,1620,否,Other,中,"Watch/fusion suggests tech or entertainment, unclear gaming focus.",A
690,Youtube,Southh,https://www.youtube.com/@xSouthh,美国,1580,否,Other,中,Generic handle; no clear gaming indicator.,A
1316,Youtube,The NERD-JOCK ,https://www.youtube.com/@TheNerdJockPod,美国,1580,否,Other,中,"Nerd-Jock podcast, likely entertainment not gaming",A
1405,Youtube,PaulMtzCx,https://www.youtube.com/@PaulMtzCx,美国,1580,否,Other,中,"Personal handle, no clear gaming association.",A
1420,Youtube,Dropkick Buz,https://www.youtube.com/@DropkickBuz,美国,1580,否,Other,中,"Personal name, no gaming indicators.",A
552,Youtube,survivor47,https://www.youtube.com/@survivor47,美国,1540,否,Other,中,"Survivor reference; likely reality/competition, not gaming.",A
470,Youtube,Tanker156,https://www.youtube.com/@Tanker_156,美国,1520,否,Other,中,Tanker156 could be gaming but no clear confirmation.,A
1595,Youtube,ANSHAY MG,https://www.youtube.com/@AnshPlaysYT,美国,1480,否,Other,中,"AnshPlaysYT suggests gaming, but 'plays' ambiguous without context.",A
1225,Youtube,TopGamingSetup,https://www.youtube.com/@Topgamingsetup1.0,美国,1460,否,Other,中,"TopGamingSetup likely hardware/setup reviews, not gameplay.",A
154,Youtube,The Controller Junky,https://www.youtube.com/@TheControllerJunky,美国,1410,否,Other,中,Controller reference suggests gaming interest but unclear primary focus.,A
1321,Youtube,TPCo0Lz Gaming,https://www.youtube.com/@TPCo0Lz,美国,1400,否,Other,中,Gaming tag present but unclear primary focus,A
682,Youtube,ShuggShotIt,https://www.youtube.com/@ShuggShotIt,美国,1390,否,Other,中,Unclear handle; insufficient gaming signal.,A
1327,Youtube,Paroozie,https://www.youtube.com/@Paroozie,美国,1360,否,Other,中,Name provides no gaming context,A
353,Youtube,BLIND_Playthroughs,https://www.youtube.com/@blind_playthroughs,美国,1350,否,RPG/Other,中,Blind playthroughs typically cover story-driven RPGs or varied games.,A
1343,Youtube,Northern_Ranger,https://www.youtube.com/@northern_ranger7008,美国,1340,否,Other,中,"Ranger name, insufficient gaming signal",A
653,Youtube,Jackvl,https://www.youtube.com/@jackvl1039,美国,1330,否,Other,中,Unclear from name alone; likely non-gaming.,A
1493,Youtube,Another World VR,https://www.youtube.com/@anotherworldvr,美国,1330,否,Other,中,"VR focus suggests tech/VR content, not gaming-specific.",A
1451,Youtube,DyllonDisaster,https://www.youtube.com/@DyllonDisaster,美国,1320,否,Other,中,Handle suggests personal vlog/lifestyle rather than gaming focus.,A
779,Youtube,SNUZIGAMES,https://www.youtube.com/@snuzigames,美国,1310,否,Other,中,Games in handle but vague focus.,A
724,Youtube,Autistic Gaming,https://www.youtube.com/@autisticgaming2004,美国,1300,否,Other,中,Autistic Gaming could be gaming but unclear focus.,A
1407,Youtube,Dakota Sketchified,https://www.youtube.com/@dsketchified,美国,1300,否,Other,中,"Sketchified suggests art/creative, not gaming.",A
499,Youtube,Dubaderp,https://www.youtube.com/@Dubaderp,美国,1290,否,Other,中,"Dubaderp generic handle, no clear gaming context.",A
502,Youtube,RumfieldGaming,https://www.youtube.com/@RumfieldGaming,美国,1290,否,Other,中,Gaming in name but no specific game genre signal.,A
1325,Youtube,meganhertz,https://www.youtube.com/@meganhertz,美国,1270,否,Other,中,"Personal name, no gaming context",A
494,Youtube,Tinker Wonderland,https://www.youtube.com/@glorvelacus26,美国,1260,否,Other,中,"Tinker Wonderland suggests crafts/DIY, not gaming.",A
1616,Youtube,AwakenedVoidX,https://www.youtube.com/@awakenedvoidx,美国,1250,否,Other,中,Void/gaming-adjacent name but unclear focus.,A
166,Youtube,Fresh Green ,https://www.youtube.com/@FreshGreenScreen,美国,1230,否,Other,中,Green screen reference suggests content creation but unclear if gaming.,A
1137,Youtube,Box of Badgers,https://www.youtube.com/@BoxofBadgers-w9u,美国,1230,否,Other,中,"Badgers reference unclear, insufficient gaming signal.",A
970,Youtube,King Khing The Pit,https://www.youtube.com/@KingKhing09,美国,1210,否,Other,中,"King Khing reference unclear, insufficient gaming signals",A
484,Youtube,Nextin Legend Live,https://www.youtube.com/@NextinLegendLive,美国,1190,否,Other,中,Nextin Legend Live unclear; no gaming confirmation.,A
545,Youtube,Game on,https://www.youtube.com/@gameonmr,美国,1190,否,Other,中,Generic gaming phrase; no specific genre.,A
684,Youtube,SpookyGhoulz,https://www.youtube.com/@SpookyGhoulz,美国,1190,否,Other,中,Spooky theme; likely horror/lifestyle content.,A
1324,Youtube,Project00MK,https://www.youtube.com/@Project00MK,美国,1170,否,Other,中,"Project code name, insufficient gaming signal",A
472,Youtube,MartinAstral,https://www.youtube.com/@MartinAstral,美国,1160,否,Other,中,"MartinAstral suggests astrology/spirituality, not gaming.",A
692,Youtube,Aria+,https://www.youtube.com/@AriaMixplus,美国,1160,否,Other,中,Generic name; no gaming indicator.,A
1330,Youtube,Holy Venom,https://www.youtube.com/@Holy_Venom,美国,1130,否,Other,中,Name provides no gaming context,A
691,Youtube,AJDGM,https://www.youtube.com/@AJD_GM,美国,1120,否,Other,中,Unclear abbreviation; insufficient signal.,A
1477,Youtube,SamInVR,https://www.youtube.com/@SamInVR,美国,1110,否,Other,中,"VR focus suggests tech/VR content, not gaming-specific.",A
1107,Youtube,How? How? How??,https://www.youtube.com/@howhowhowtv,美国,1100,否,Other,中,"Generic entertainment name, no gaming signal.",A
150,Youtube,The Content Zone,https://www.youtube.com/@thecontentzone,美国,1090,否,Other,中,"Generic content zone name, no gaming indicators.",A
1431,Youtube,Awesome Coverage,https://www.youtube.com/@awesomecoverage,美国,1060,否,Other,中,"Generic coverage channel, no gaming signal.",A
600,Youtube,Adam's Lab,https://www.youtube.com/@AdamsLab,美国,1030,否,Other,中,"Lab content, unclear if gaming-focused",A
763,Youtube,GAMINGNUR,https://www.youtube.com/@GAMING_NUR...,美国,1010,否,Other,中,"Gaming in name but truncated handle, unclear focus.",A
1409,Youtube,What is TableTop?,https://www.youtube.com/@WhatisTableTop,美国,1010,否,Other,中,"TableTop could be board games, not video gaming.",A
491,Youtube,Hype_DWorld,https://www.youtube.com/@Hype_DWorld,美国,995,否,Other,中,Hype_DWorld unclear; no gaming indicators.,A
1123,Youtube,Zuwopp1k,https://www.youtube.com/@ZuwoppBandz,美国,993,否,Other,中,"Handle 'ZuwoppBandz' suggests music/entertainment, not gaming.",A
1252,Youtube,MrTurabin,https://www.youtube.com/@MrTurabin2,美国,981,否,Other,中,"Generic name, unclear gaming focus from handle alone.",A
1339,Youtube,Primaryfever8,https://www.youtube.com/@Primaryfever8,美国,977,否,Other,中,"Personal name, no gaming indicators",A
1304,Youtube,Ghost OG 87,https://www.youtube.com/@GhostOG87,美国,943,否,Other,中,"Handle unclear, insufficient gaming indicators",A
206,Youtube,STF Ent. Sounds of the Future,https://www.youtube.com/@stfent.soundsofthefuture7294,美国,909,否,Other,中,Music/sound production focus; not gaming.,A
1103,Youtube,Pon4Uk,https://www.youtube.com/@lunchestv,美国,863,否,Other,中,"Handle 'lunchestv' suggests food/lifestyle, not gaming.",A
1311,Youtube,StewieLopez,https://www.youtube.com/@stewielopez,美国,845,否,Other,中,"Personal name, no gaming indicators",A
1404,Youtube,king sam tv,https://www.youtube.com/@kingsamtv1,美国,842,否,Other,中,"Generic TV-style name, insufficient gaming signal.",A
225,Youtube,BloodThunder Playthroughs,https://www.youtube.com/@BloodThunder2,美国,826,否,Other,中,BloodThunder Playthroughs suggests gaming but unclear genre.,A
1147,Youtube,Games Parts,https://www.youtube.com/@liejianggamingcasinomanufa6806,美国,787,否,Other,中,"Gaming parts/casino manufacturing, not gameplay content.",A
1445,Youtube,SheFantasy,https://www.youtube.com/@SheFantasy-fe7lo,美国,776,否,Other,中,Fantasy theme but no gaming indicators.,A
981,Youtube,JediBerto,https://www.youtube.com/@JedibertoG,美国,765,否,Other,中,"Jedi reference could be Star Wars fan, not gaming creator",A
1021,Youtube,Dev The Gamer,https://www.youtube.com/@DevTheGamer,美国,751,否,Other,中,Gaming in name but no specific game/genre indicated.,A
1146,Youtube,Ng_Clipz,https://www.youtube.com/@ng_clipz,美国,749,否,Other,中,"Clipz channel, insufficient gaming indicators.",A
698,Youtube,It's Something About Von,https://www.youtube.com/@itssomethingaboutvon,美国,743,否,Other,中,Personal name; likely lifestyle/vlog content.,A
1306,Youtube,Troya NR,https://www.youtube.com/@TroyaNR,美国,736,否,Other,中,Name provides no gaming context,A
1307,Youtube,86tapia,https://www.youtube.com/@86tapia,美国,726,否,Other,中,"Numeric handle, no gaming signal",A
800,Youtube,PubGenius,https://www.youtube.com/@PubGeniusOfficial,美国,725,否,Other,中,"Pub-related name, unclear if gaming-focused content.",A
405,Youtube,MIZZES B3ST REVIEWS,https://www.youtube.com/@Mizzesb3streviews,美国,681,否,Other,中,"Reviews channel, gaming unclear from name alone.",A
1258,Youtube,Adil Arif,https://www.youtube.com/@AgentADIL,美国,680,否,Other,中,"Agent/spy-themed handle, no clear gaming signal.",A
1408,Youtube,MattyFlipTV,https://www.youtube.com/@MattyFlipTV,美国,676,否,Other,中,"Personal name with TV suffix, unclear gaming focus.",A
1349,Youtube,Deturk Media,https://www.youtube.com/@deturkmedia2,美国,664,否,Other,中,"Media production channel, not gaming-focused",A
826,Youtube,StoneB3ard,https://www.youtube.com/@StoneB3ard,美国,654,否,Other,中,About mentions making people laugh; no gaming content mentioned.,B-confirmed-other
1277,Youtube,CoupleNerds,https://www.youtube.com/@Couple-Nerds,美国,611,否,Other,中,'Nerds' suggests geek content but not specifically gaming.,A
443,Youtube,VideoGame,https://www.youtube.com/@VideoGameNational,美国,589,否,Other,中,VideoGame name suggests gaming but very generic.,A
1341,Youtube,PistolPete_NAP,https://www.youtube.com/@pistolpete_nap,美国,588,否,Other,中,"Personal name, no gaming context",A
1592,Youtube,Senseitional,https://www.youtube.com/@senseitionalgamer,美国,580,否,Other,中,"Senseitional/gamer in handle suggests possible gaming, but unclear.",A
495,Youtube,Fabled Casper,https://www.youtube.com/@fabledcasper,美国,575,否,Other,中,Fabled Casper unclear; no gaming confirmation.,A
200,Youtube,NELAC the Beat Ninja,https://www.youtube.com/@NELACtheBeatNinja,美国,567,否,Other,中,"Beat Ninja suggests music/audio production, not gaming.",A
697,Youtube,RayED,https://www.youtube.com/@RayED,美国,550,否,Other,中,Generic name; insufficient gaming indicator.,A
